id,exercise_name,category,equipment,difficulty,target_muscle,calories_per_min,injury_risk_factor
4007,Barbell Bench Press Variation 4007,Endurance,Barbell,Elite,Full Body,10.89,0.358
4008,Barbell Overhead Press Variation 4008,Strength,Barbell,Beginner,Full Body,11.38,0.315
4009,Bodyweight Crunch Variation 4009,Power,Bodyweight,Advanced,Core,10.35,0.218
4010,Bands Lunge Variation 4010,Power,Bands,Beginner,Back,4.05,0.837
4011,Cable Barbell Row Variation 4011,Strength,Cable,Elite,Full Body,7.95,0.896
4012,Dumbbell Crunch Variation 4012,Strength,Dumbbell,Intermediate,Chest,4.25,0.703
4013,Bodyweight Lat Pulldown Variation 4013,Core,Bodyweight,Elite,Core,9.75,0.392
4014,Machine Deadlift Variation 4014,Power,Machine,Advanced,Chest,5.17,0.536
4015,Bodyweight Overhead Press Variation 4015,Endurance,Bodyweight,Intermediate,Arms,10.30,0.871
4016,Dumbbell Bench Press Variation 4016,Power,Dumbbell,Intermediate,Core,11.75,0.113
4017,Bodyweight Pull-up Variation 4017,Power,Bodyweight,Intermediate,Legs,8.59,0.209
4018,Dumbbell Dumbbell Curl Variation 4018,Endurance,Dumbbell,Elite,Chest,11.11,0.619
4019,Bodyweight Bench Press Variation 4019,Rehab,Bodyweight,Elite,Legs,9.22,0.181
4020,Dumbbell Lat Pulldown Variation 4020,Hypertrophy,Dumbbell,Elite,Back,6.44,0.175
4021,Machine Lunge Variation 4021,Power,Machine,Beginner,Legs,11.24,0.671
4022,Cable Pull-up Variation 4022,Power,Cable,Beginner,Legs,10.26,0.871
4023,Bands Bench Press Variation 4023,Core,Bands,Intermediate,Arms,3.51,0.783
4024,Cable Cable Fly Variation 4024,Strength,Cable,Beginner,Core,7.83,0.866
4025,Dumbbell Pull-up Variation 4025,Hypertrophy,Dumbbell,Intermediate,Chest,3.86,0.699
4026,Bodyweight Crunch Variation 4026,Rehab,Bodyweight,Advanced,Full Body,10.36,0.269
4027,Kettlebell Bench Press Variation 4027,Endurance,Kettlebell,Intermediate,Full Body,9.33,0.750
4028,Dumbbell Calf Raise Variation 4028,Power,Dumbbell,Intermediate,Chest,8.84,0.326
4029,Kettlebell Calf Raise Variation 4029,Strength,Kettlebell,Advanced,Shoulders,11.29,0.378
4030,Barbell Lat Pulldown Variation 4030,Endurance,Barbell,Advanced,Arms,6.24,0.368
4031,Bodyweight Dumbbell Curl Variation 4031,Hypertrophy,Bodyweight,Beginner,Shoulders,11.11,0.581
4032,Barbell Lat Pulldown Variation 4032,Rehab,Barbell,Beginner,Chest,8.31,0.831
4033,Cable Lunge Variation 4033,Core,Cable,Elite,Chest,11.36,0.403
4034,Cable Lat Pulldown Variation 4034,Strength,Cable,Elite,Legs,7.52,0.437
4035,Dumbbell Plank Variation 4035,Rehab,Dumbbell,Advanced,Full Body,4.48,0.312
4036,Machine Tricep Extension Variation 4036,Strength,Machine,Intermediate,Arms,8.53,0.615
4037,Barbell Squat Variation 4037,Core,Barbell,Intermediate,Chest,11.37,0.581
4038,Cable Dumbbell Curl Variation 4038,Core,Cable,Intermediate,Legs,7.21,0.814
4039,Barbell Tricep Extension Variation 4039,Strength,Barbell,Advanced,Legs,7.35,0.733
4040,Dumbbell Plank Variation 4040,Rehab,Dumbbell,Beginner,Chest,6.93,0.269
4041,Machine Plank Variation 4041,Core,Machine,Advanced,Legs,7.93,0.202
4042,Bodyweight Deadlift Variation 4042,Core,Bodyweight,Elite,Core,8.51,0.814
4043,Cable Lat Pulldown Variation 4043,Hypertrophy,Cable,Beginner,Chest,10.93,0.181
4044,Dumbbell Deadlift Variation 4044,Strength,Dumbbell,Beginner,Core,3.03,0.643
4045,Machine Leg Press Variation 4045,Endurance,Machine,Elite,Legs,5.21,0.430
4046,Machine Lunge Variation 4046,Hypertrophy,Machine,Elite,Back,8.78,0.506
4047,Cable Tricep Extension Variation 4047,Strength,Cable,Beginner,Full Body,7.90,0.430
4048,Dumbbell Dumbbell Curl Variation 4048,Hypertrophy,Dumbbell,Elite,Full Body,11.20,0.723
4049,Bodyweight Leg Press Variation 4049,Endurance,Bodyweight,Elite,Full Body,3.97,0.148
4050,Bands Tricep Extension Variation 4050,Hypertrophy,Bands,Elite,Full Body,3.94,0.323
4051,Barbell Crunch Variation 4051,Rehab,Barbell,Beginner,Core,8.26,0.672
4052,Cable Lunge Variation 4052,Core,Cable,Advanced,Core,11.17,0.616
4053,Barbell Crunch Variation 4053,Rehab,Barbell,Elite,Arms,8.30,0.738
4054,Barbell Pull-up Variation 4054,Rehab,Barbell,Beginner,Core,6.88,0.684
4055,Machine Barbell Row Variation 4055,Hypertrophy,Machine,Intermediate,Back,11.07,0.269
4056,Barbell Deadlift Variation 4056,Core,Barbell,Elite,Back,3.36,0.145
4057,Dumbbell Squat Variation 4057,Hypertrophy,Dumbbell,Beginner,Full Body,6.34,0.342
4058,Bands Deadlift Variation 4058,Power,Bands,Elite,Back,11.34,0.634
4059,Dumbbell Barbell Row Variation 4059,Hypertrophy,Dumbbell,Advanced,Legs,10.79,0.145
4060,Machine Tricep Extension Variation 4060,Hypertrophy,Machine,Intermediate,Back,7.79,0.542
4061,Bodyweight Pull-up Variation 4061,Core,Bodyweight,Beginner,Shoulders,11.55,0.678
4062,Barbell Lunge Variation 4062,Power,Barbell,Beginner,Shoulders,9.92,0.812
4063,Machine Barbell Row Variation 4063,Strength,Machine,Advanced,Shoulders,11.60,0.228
4064,Machine Leg Press Variation 4064,Hypertrophy,Machine,Intermediate,Arms,4.86,0.528
4065,Bodyweight Lat Pulldown Variation 4065,Endurance,Bodyweight,Beginner,Full Body,3.62,0.120
4066,Bands Cable Fly Variation 4066,Power,Bands,Advanced,Arms,11.50,0.435
4067,Kettlebell Squat Variation 4067,Endurance,Kettlebell,Elite,Arms,8.68,0.736
4068,Bodyweight Leg Press Variation 4068,Core,Bodyweight,Advanced,Full Body,4.07,0.281
4069,Barbell Crunch Variation 4069,Hypertrophy,Barbell,Advanced,Shoulders,8.36,0.625
4070,Bodyweight Leg Press Variation 4070,Hypertrophy,Bodyweight,Intermediate,Shoulders,10.73,0.385
4071,Machine Dumbbell Curl Variation 4071,Strength,Machine,Intermediate,Chest,10.11,0.168
4072,Dumbbell Pull-up Variation 4072,Core,Dumbbell,Intermediate,Core,6.22,0.285
4073,Cable Crunch Variation 4073,Core,Cable,Elite,Full Body,7.02,0.458
4074,Dumbbell Lunge Variation 4074,Power,Dumbbell,Advanced,Back,6.56,0.381
4075,Cable Lunge Variation 4075,Rehab,Cable,Intermediate,Legs,3.75,0.753
4076,Bands Dumbbell Curl Variation 4076,Power,Bands,Elite,Legs,10.34,0.393
4077,Dumbbell Crunch Variation 4077,Endurance,Dumbbell,Beginner,Shoulders,7.19,0.720
4078,Machine Lunge Variation 4078,Power,Machine,Advanced,Back,9.34,0.440
4079,Bodyweight Leg Press Variation 4079,Hypertrophy,Bodyweight,Intermediate,Chest,11.78,0.501
4080,Machine Overhead Press Variation 4080,Core,Machine,Beginner,Full Body,10.94,0.418
4081,Bodyweight Pull-up Variation 4081,Rehab,Bodyweight,Elite,Full Body,10.71,0.599
4082,Machine Barbell Row Variation 4082,Rehab,Machine,Elite,Shoulders,6.25,0.876
4083,Kettlebell Lunge Variation 4083,Hypertrophy,Kettlebell,Beginner,Arms,8.14,0.541
4084,Bands Pull-up Variation 4084,Power,Bands,Intermediate,Core,5.24,0.779
4085,Bodyweight Cable Fly Variation 4085,Core,Bodyweight,Advanced,Full Body,4.88,0.457
4086,Machine Lunge Variation 4086,Strength,Machine,Intermediate,Core,10.91,0.505
4087,Bodyweight Pull-up Variation 4087,Hypertrophy,Bodyweight,Advanced,Core,4.65,0.753
4088,Bodyweight Lunge Variation 4088,Strength,Bodyweight,Beginner,Shoulders,5.33,0.741
4089,Kettlebell Bench Press Variation 4089,Power,Kettlebell,Advanced,Legs,9.00,0.842
4090,Bodyweight Overhead Press Variation 4090,Strength,Bodyweight,Advanced,Full Body,3.01,0.890
4091,Bands Pull-up Variation 4091,Rehab,Bands,Intermediate,Arms,5.49,0.262
4092,Barbell Lat Pulldown Variation 4092,Power,Barbell,Beginner,Legs,6.19,0.893
4093,Bodyweight Dumbbell Curl Variation 4093,Power,Bodyweight,Intermediate,Full Body,4.68,0.264
4094,Cable Lat Pulldown Variation 4094,Power,Cable,Beginner,Shoulders,11.80,0.461
4095,Kettlebell Barbell Row Variation 4095,Endurance,Kettlebell,Elite,Legs,10.88,0.120
4096,Bodyweight Plank Variation 4096,Hypertrophy,Bodyweight,Advanced,Shoulders,4.45,0.831
4097,Bodyweight Dumbbell Curl Variation 4097,Strength,Bodyweight,Advanced,Arms,6.35,0.704
4098,Cable Tricep Extension Variation 4098,Strength,Cable,Advanced,Back,6.99,0.804
4099,Bodyweight Squat Variation 4099,Power,Bodyweight,Advanced,Back,8.68,0.584
4100,Dumbbell Lunge Variation 4100,Power,Dumbbell,Elite,Arms,11.93,0.781
4101,Cable Barbell Row Variation 4101,Rehab,Cable,Intermediate,Back,6.94,0.486
4102,Dumbbell Pull-up Variation 4102,Power,Dumbbell,Elite,Chest,4.82,0.174
4103,Dumbbell Overhead Press Variation 4103,Hypertrophy,Dumbbell,Advanced,Core,3.26,0.473
4104,Bands Dumbbell Curl Variation 4104,Rehab,Bands,Beginner,Arms,5.81,0.796
4105,Bands Squat Variation 4105,Core,Bands,Beginner,Core,3.61,0.104
4106,Dumbbell Tricep Extension Variation 4106,Rehab,Dumbbell,Intermediate,Full Body,5.62,0.251
4107,Kettlebell Leg Press Variation 4107,Power,Kettlebell,Beginner,Legs,5.45,0.554
4108,Barbell Bench Press Variation 4108,Strength,Barbell,Beginner,Legs,11.95,0.806
4109,Dumbbell Crunch Variation 4109,Hypertrophy,Dumbbell,Beginner,Core,11.03,0.695
4110,Barbell Barbell Row Variation 4110,Strength,Barbell,Intermediate,Back,10.75,0.662
4111,Cable Barbell Row Variation 4111,Power,Cable,Beginner,Arms,9.91,0.167
4112,Bands Lat Pulldown Variation 4112,Hypertrophy,Bands,Elite,Legs,7.30,0.352
4113,Barbell Plank Variation 4113,Core,Barbell,Intermediate,Full Body,7.78,0.637
4114,Cable Overhead Press Variation 4114,Strength,Cable,Intermediate,Shoulders,7.95,0.852
4115,Kettlebell Plank Variation 4115,Rehab,Kettlebell,Intermediate,Back,11.55,0.480
4116,Kettlebell Crunch Variation 4116,Endurance,Kettlebell,Beginner,Core,8.49,0.260
4117,Machine Cable Fly Variation 4117,Hypertrophy,Machine,Intermediate,Chest,4.86,0.586
4118,Kettlebell Deadlift Variation 4118,Hypertrophy,Kettlebell,Beginner,Chest,4.66,0.299
4119,Dumbbell Leg Press Variation 4119,Rehab,Dumbbell,Intermediate,Full Body,10.69,0.260
4120,Barbell Bench Press Variation 4120,Strength,Barbell,Beginner,Back,5.52,0.228
4121,Bands Lat Pulldown Variation 4121,Hypertrophy,Bands,Elite,Legs,5.00,0.789
4122,Bands Plank Variation 4122,Hypertrophy,Bands,Elite,Arms,3.90,0.220
4123,Barbell Overhead Press Variation 4123,Strength,Barbell,Advanced,Core,7.81,0.246
4124,Kettlebell Tricep Extension Variation 4124,Core,Kettlebell,Advanced,Chest,9.80,0.560
4125,Barbell Lunge Variation 4125,Core,Barbell,Elite,Legs,11.39,0.702
4126,Machine Overhead Press Variation 4126,Endurance,Machine,Advanced,Shoulders,3.64,0.374
4127,Cable Lunge Variation 4127,Endurance,Cable,Intermediate,Arms,5.06,0.399
4128,Kettlebell Squat Variation 4128,Power,Kettlebell,Beginner,Core,7.89,0.407
4129,Cable Dumbbell Curl Variation 4129,Endurance,Cable,Elite,Arms,5.18,0.613
4130,Barbell Pull-up Variation 4130,Core,Barbell,Elite,Full Body,11.69,0.674
4131,Bands Cable Fly Variation 4131,Strength,Bands,Beginner,Back,5.83,0.282
4132,Machine Leg Press Variation 4132,Hypertrophy,Machine,Advanced,Full Body,9.38,0.619
4133,Bands Overhead Press Variation 4133,Rehab,Bands,Beginner,Arms,8.78,0.737
4134,Barbell Tricep Extension Variation 4134,Strength,Barbell,Elite,Chest,8.35,0.263
4135,Bands Crunch Variation 4135,Core,Bands,Intermediate,Back,5.35,0.532
4136,Bands Bench Press Variation 4136,Rehab,Bands,Elite,Arms,7.79,0.794
4137,Bodyweight Pull-up Variation 4137,Strength,Bodyweight,Elite,Shoulders,9.60,0.673
4138,Kettlebell Lunge Variation 4138,Endurance,Kettlebell,Intermediate,Legs,8.49,0.636
4139,Kettlebell Lunge Variation 4139,Core,Kettlebell,Elite,Legs,9.27,0.665
4140,Machine Squat Variation 4140,Power,Machine,Advanced,Legs,9.62,0.216
4141,Barbell Dumbbell Curl Variation 4141,Rehab,Barbell,Beginner,Core,4.06,0.894
4142,Barbell Dumbbell Curl Variation 4142,Core,Barbell,Beginner,Legs,8.49,0.599
4143,Cable Pull-up Variation 4143,Power,Cable,Elite,Shoulders,7.42,0.456
4144,Dumbbell Squat Variation 4144,Strength,Dumbbell,Elite,Full Body,7.85,0.115
4145,Machine Tricep Extension Variation 4145,Power,Machine,Beginner,Back,8.02,0.889
4146,Bands Bench Press Variation 4146,Core,Bands,Elite,Back,7.04,0.458
4147,Barbell Tricep Extension Variation 4147,Hypertrophy,Barbell,Elite,Shoulders,11.96,0.404
4148,Kettlebell Pull-up Variation 4148,Hypertrophy,Kettlebell,Advanced,Shoulders,4.29,0.585
4149,Cable Overhead Press Variation 4149,Hypertrophy,Cable,Beginner,Shoulders,3.05,0.221
4150,Bands Tricep Extension Variation 4150,Core,Bands,Intermediate,Chest,8.08,0.504
4151,Bodyweight Overhead Press Variation 4151,Strength,Bodyweight,Advanced,Full Body,9.40,0.537
4152,Kettlebell Leg Press Variation 4152,Core,Kettlebell,Elite,Arms,8.71,0.712
4153,Kettlebell Tricep Extension Variation 4153,Core,Kettlebell,Advanced,Arms,3.08,0.839
4154,Bodyweight Leg Press Variation 4154,Hypertrophy,Bodyweight,Advanced,Shoulders,6.43,0.569
4155,Dumbbell Plank Variation 4155,Power,Dumbbell,Intermediate,Shoulders,7.88,0.645
4156,Barbell Pull-up Variation 4156,Hypertrophy,Barbell,Advanced,Core,4.67,0.776
4157,Bands Dumbbell Curl Variation 4157,Hypertrophy,Bands,Elite,Shoulders,5.63,0.733
4158,Machine Deadlift Variation 4158,Rehab,Machine,Intermediate,Arms,7.38,0.372
4159,Cable Bench Press Variation 4159,Core,Cable,Beginner,Legs,8.55,0.371
4160,Bands Lat Pulldown Variation 4160,Power,Bands,Intermediate,Arms,7.97,0.442
4161,Dumbbell Tricep Extension Variation 4161,Strength,Dumbbell,Elite,Back,5.82,0.723
4162,Machine Squat Variation 4162,Rehab,Machine,Elite,Shoulders,8.80,0.510
4163,Bands Barbell Row Variation 4163,Power,Bands,Intermediate,Back,11.87,0.387
4164,Dumbbell Calf Raise Variation 4164,Power,Dumbbell,Intermediate,Full Body,7.05,0.232
4165,Bodyweight Cable Fly Variation 4165,Hypertrophy,Bodyweight,Beginner,Core,4.25,0.231
4166,Bands Deadlift Variation 4166,Rehab,Bands,Advanced,Legs,8.35,0.301
4167,Bands Crunch Variation 4167,Core,Bands,Beginner,Core,6.10,0.352
4168,Cable Crunch Variation 4168,Core,Cable,Beginner,Full Body,8.64,0.325
4169,Machine Crunch Variation 4169,Rehab,Machine,Beginner,Legs,4.95,0.495
4170,Machine Dumbbell Curl Variation 4170,Power,Machine,Advanced,Full Body,8.52,0.664
4171,Dumbbell Leg Press Variation 4171,Endurance,Dumbbell,Elite,Legs,8.52,0.742
4172,Dumbbell Pull-up Variation 4172,Endurance,Dumbbell,Beginner,Full Body,10.69,0.690
4173,Cable Tricep Extension Variation 4173,Core,Cable,Advanced,Arms,8.09,0.123
4174,Dumbbell Barbell Row Variation 4174,Power,Dumbbell,Intermediate,Legs,7.74,0.222
4175,Bands Tricep Extension Variation 4175,Strength,Bands,Beginner,Core,8.73,0.689
4176,Barbell Leg Press Variation 4176,Rehab,Barbell,Elite,Legs,7.26,0.420
4177,Cable Deadlift Variation 4177,Rehab,Cable,Elite,Legs,11.47,0.735
4178,Barbell Barbell Row Variation 4178,Core,Barbell,Advanced,Core,9.16,0.413
4179,Bands Lunge Variation 4179,Core,Bands,Intermediate,Chest,10.79,0.732
4180,Bodyweight Tricep Extension Variation 4180,Rehab,Bodyweight,Intermediate,Legs,4.49,0.897
4181,Kettlebell Leg Press Variation 4181,Power,Kettlebell,Intermediate,Core,3.81,0.375
4182,Machine Crunch Variation 4182,Endurance,Machine,Intermediate,Back,7.23,0.322
4183,Kettlebell Crunch Variation 4183,Hypertrophy,Kettlebell,Elite,Chest,11.54,0.755
4184,Kettlebell Deadlift Variation 4184,Strength,Kettlebell,Intermediate,Back,7.84,0.760
4185,Barbell Tricep Extension Variation 4185,Core,Barbell,Beginner,Legs,4.21,0.419
4186,Bands Bench Press Variation 4186,Rehab,Bands,Beginner,Arms,9.28,0.655
4187,Bodyweight Cable Fly Variation 4187,Hypertrophy,Bodyweight,Elite,Chest,8.02,0.447
4188,Barbell Lat Pulldown Variation 4188,Core,Barbell,Elite,Chest,3.23,0.880
4189,Bands Lunge Variation 4189,Core,Bands,Advanced,Core,6.09,0.866
4190,Bands Cable Fly Variation 4190,Rehab,Bands,Intermediate,Full Body,7.94,0.818
4191,Kettlebell Deadlift Variation 4191,Power,Kettlebell,Beginner,Full Body,6.25,0.807
4192,Dumbbell Bench Press Variation 4192,Strength,Dumbbell,Elite,Arms,7.13,0.196
4193,Bands Leg Press Variation 4193,Rehab,Bands,Elite,Chest,5.25,0.803
4194,Cable Squat Variation 4194,Rehab,Cable,Elite,Back,3.97,0.161
4195,Bands Leg Press Variation 4195,Strength,Bands,Intermediate,Shoulders,7.30,0.386
4196,Dumbbell Dumbbell Curl Variation 4196,Hypertrophy,Dumbbell,Elite,Full Body,11.74,0.813
4197,Barbell Leg Press Variation 4197,Power,Barbell,Beginner,Legs,4.20,0.292
4198,Barbell Squat Variation 4198,Endurance,Barbell,Advanced,Arms,6.84,0.132
4199,Cable Tricep Extension Variation 4199,Core,Cable,Elite,Shoulders,9.09,0.861
4200,Dumbbell Tricep Extension Variation 4200,Hypertrophy,Dumbbell,Advanced,Back,9.06,0.608
4201,Machine Plank Variation 4201,Strength,Machine,Elite,Core,7.40,0.823
4202,Cable Pull-up Variation 4202,Core,Cable,Beginner,Arms,8.83,0.373
4203,Bodyweight Lat Pulldown Variation 4203,Power,Bodyweight,Beginner,Back,8.45,0.549
4204,Barbell Lunge Variation 4204,Endurance,Barbell,Advanced,Back,10.99,0.481
4205,Dumbbell Pull-up Variation 4205,Core,Dumbbell,Elite,Core,3.63,0.606
4206,Cable Lunge Variation 4206,Core,Cable,Elite,Back,3.95,0.465
4207,Barbell Pull-up Variation 4207,Rehab,Barbell,Beginner,Full Body,9.09,0.705
4208,Bands Deadlift Variation 4208,Endurance,Bands,Elite,Legs,3.17,0.585
4209,Dumbbell Cable Fly Variation 4209,Power,Dumbbell,Intermediate,Legs,3.17,0.104
4210,Barbell Tricep Extension Variation 4210,Rehab,Barbell,Intermediate,Shoulders,3.32,0.317
4211,Dumbbell Tricep Extension Variation 4211,Endurance,Dumbbell,Elite,Chest,4.86,0.263
4212,Bodyweight Leg Press Variation 4212,Core,Bodyweight,Intermediate,Legs,9.96,0.108
4213,Cable Cable Fly Variation 4213,Strength,Cable,Intermediate,Core,8.37,0.717
4214,Machine Calf Raise Variation 4214,Power,Machine,Advanced,Back,5.72,0.540
4215,Bands Deadlift Variation 4215,Rehab,Bands,Beginner,Shoulders,8.62,0.175
4216,Kettlebell Cable Fly Variation 4216,Power,Kettlebell,Advanced,Core,6.47,0.488
4217,Dumbbell Crunch Variation 4217,Hypertrophy,Dumbbell,Beginner,Legs,11.36,0.368
4218,Bodyweight Crunch Variation 4218,Core,Bodyweight,Intermediate,Chest,6.42,0.312
4219,Kettlebell Lunge Variation 4219,Power,Kettlebell,Intermediate,Core,11.31,0.102
4220,Bands Overhead Press Variation 4220,Hypertrophy,Bands,Advanced,Full Body,9.82,0.700
4221,Kettlebell Cable Fly Variation 4221,Power,Kettlebell,Advanced,Chest,6.76,0.286
4222,Barbell Calf Raise Variation 4222,Endurance,Barbell,Beginner,Arms,10.16,0.868
4223,Bodyweight Lat Pulldown Variation 4223,Endurance,Bodyweight,Elite,Chest,11.89,0.894
4224,Machine Cable Fly Variation 4224,Strength,Machine,Beginner,Legs,4.86,0.533
4225,Kettlebell Bench Press Variation 4225,Hypertrophy,Kettlebell,Advanced,Full Body,9.39,0.441
4226,Dumbbell Lat Pulldown Variation 4226,Rehab,Dumbbell,Beginner,Core,3.72,0.468
4227,Bands Plank Variation 4227,Endurance,Bands,Intermediate,Full Body,9.68,0.209
4228,Bodyweight Pull-up Variation 4228,Strength,Bodyweight,Intermediate,Back,10.99,0.255
4229,Kettlebell Barbell Row Variation 4229,Endurance,Kettlebell,Elite,Shoulders,6.76,0.544
4230,Kettlebell Plank Variation 4230,Power,Kettlebell,Intermediate,Arms,5.64,0.641
4231,Cable Cable Fly Variation 4231,Hypertrophy,Cable,Beginner,Shoulders,3.85,0.363
4232,Bands Crunch Variation 4232,Rehab,Bands,Advanced,Chest,9.09,0.155
4233,Kettlebell Barbell Row Variation 4233,Strength,Kettlebell,Intermediate,Chest,11.61,0.516
4234,Kettlebell Pull-up Variation 4234,Hypertrophy,Kettlebell,Elite,Arms,3.59,0.439
4235,Bodyweight Tricep Extension Variation 4235,Rehab,Bodyweight,Advanced,Back,5.06,0.471
4236,Cable Dumbbell Curl Variation 4236,Hypertrophy,Cable,Elite,Full Body,9.94,0.318
4237,Kettlebell Dumbbell Curl Variation 4237,Hypertrophy,Kettlebell,Elite,Core,8.86,0.318
4238,Machine Overhead Press Variation 4238,Rehab,Machine,Advanced,Core,4.04,0.378
4239,Bands Dumbbell Curl Variation 4239,Core,Bands,Intermediate,Arms,3.97,0.832
4240,Bodyweight Bench Press Variation 4240,Strength,Bodyweight,Advanced,Core,10.15,0.158
4241,Barbell Calf Raise Variation 4241,Strength,Barbell,Intermediate,Arms,9.75,0.476
4242,Bodyweight Leg Press Variation 4242,Core,Bodyweight,Intermediate,Arms,4.89,0.482
4243,Cable Cable Fly Variation 4243,Core,Cable,Elite,Legs,3.46,0.595
4244,Dumbbell Lat Pulldown Variation 4244,Endurance,Dumbbell,Intermediate,Back,7.51,0.229
4245,Bands Calf Raise Variation 4245,Endurance,Bands,Intermediate,Chest,4.79,0.290
4246,Bands Dumbbell Curl Variation 4246,Endurance,Bands,Beginner,Legs,9.36,0.509
4247,Machine Barbell Row Variation 4247,Endurance,Machine,Intermediate,Back,4.13,0.531
4248,Bands Squat Variation 4248,Rehab,Bands,Advanced,Full Body,3.82,0.209
4249,Barbell Lunge Variation 4249,Power,Barbell,Advanced,Chest,5.18,0.105
4250,Kettlebell Crunch Variation 4250,Rehab,Kettlebell,Elite,Shoulders,10.05,0.316
4251,Machine Deadlift Variation 4251,Endurance,Machine,Intermediate,Legs,3.84,0.593
4252,Machine Plank Variation 4252,Rehab,Machine,Elite,Arms,10.34,0.317
4253,Bands Plank Variation 4253,Core,Bands,Advanced,Legs,9.36,0.548
4254,Dumbbell Cable Fly Variation 4254,Strength,Dumbbell,Elite,Core,5.03,0.430
4255,Kettlebell Overhead Press Variation 4255,Rehab,Kettlebell,Beginner,Back,3.62,0.548
4256,Barbell Lunge Variation 4256,Strength,Barbell,Elite,Legs,8.23,0.871
4257,Dumbbell Pull-up Variation 4257,Endurance,Dumbbell,Elite,Core,6.74,0.858
4258,Bodyweight Leg Press Variation 4258,Strength,Bodyweight,Beginner,Legs,10.09,0.784
